"athlete_id","sex","sport","test_type","age_years","joint_pct","joint_band","joint_model","n_metrics_used"
"02a3d243-1084-44c3-8c88-08b9f3802be1","Female","Badminton","CMJ",15,NA,"-","-",0
"09faf6d5-182e-4e14-9865-e8b006c8ed8e","Female","Badminton","CMJ",56,NA,"-","-",0
"1304b925-2a3d-43c8-8e74-d2ad9b105075","Female","Badminton","CMJ",9,NA,"-","-",0
"14bb0706-a375-4097-9917-4185ffb07617","Female","Badminton","CMJ",16,NA,"-","-",0
"1e17c601-4233-4b98-900c-1dda39521445","Female","Badminton","CMJ",20,NA,"-","-",0
"225a708d-d2e9-4ebc-aba0-4c8b50199aea","Female","Badminton","CMJ",18,NA,"-","-",0
"227a5eb9-878f-4fbb-b89c-2ad1d9974b91","Female","Badminton","CMJ",20,NA,"-","-",0
"3b8a0371-83dc-4bb2-ac62-0d9f71af9942","Female","Badminton","CMJ",14,NA,"-","-",0
"4f1a127c-df9a-411d-9b05-829581d9df01","Female","Badminton","CMJ",15,NA,"-","-",0
"51c35420-1196-4c6d-b21b-c7932f56fc09","Female","Badminton","CMJ",18,NA,"-","-",0
"53c55056-8ae2-4aba-8307-4cd78f746c9d","Female","Badminton","CMJ",20,NA,"-","-",0
"53c55056-8ae2-4aba-8307-4cd78f746c9d","Female","Badminton","CMJ",21,NA,"-","-",0
"823a94a3-60a6-465a-8c5d-4732c0f0a176","Female","Badminton","CMJ",15,NA,"-","-",0
"823a94a3-60a6-465a-8c5d-4732c0f0a176","Female","Badminton","CMJ",14,NA,"-","-",0
"823a94a3-60a6-465a-8c5d-4732c0f0a176","Female","Badminton","CMJ",15,NA,"-","-",0
"823a94a3-60a6-465a-8c5d-4732c0f0a176","Female","Badminton","CMJ",14,NA,"-","-",0
"9f142ab1-d762-490f-b129-205e63625336","Female","Badminton","CMJ",11,NA,"-","-",0
"a13f5d4e-ee29-4e18-bc90-1b95675a1336","Female","Badminton","CMJ",20,NA,"-","-",0
"a5c4e3f3-cce9-431b-a758-12244c86de72","Female","Badminton","CMJ",15,NA,"-","-",0
"a5c4e3f3-cce9-431b-a758-12244c86de72","Female","Badminton","CMJ",15,NA,"-","-",0
"a5c4e3f3-cce9-431b-a758-12244c86de72","Female","Badminton","CMJ",15,NA,"-","-",0
"af223dcd-50f8-4213-99b8-92750cde0096","Female","Badminton","CMJ",13,NA,"-","-",0
"b05ef2aa-1c9a-4ccf-9624-8140f79fbf02","Female","Badminton","CMJ",12,NA,"-","-",0
"b05ef2aa-1c9a-4ccf-9624-8140f79fbf02","Female","Badminton","CMJ",12,NA,"-","-",0
"b05ef2aa-1c9a-4ccf-9624-8140f79fbf02","Female","Badminton","CMJ",12,NA,"-","-",0
"b49d9f68-8b36-4be1-abb9-56b411b56977","Female","Badminton","CMJ",24,NA,"-","-",0
"b49d9f68-8b36-4be1-abb9-56b411b56977","Female","Badminton","CMJ",24,NA,"-","-",0
"b5d5e385-767c-446a-988a-2a697e707a4b","Female","Badminton","CMJ",10,NA,"-","-",0
"c39f4460-4c8e-43d6-9fa5-a7e0e54faa10","Female","Badminton","CMJ",16,NA,"-","-",0
"cfa989c8-4d86-49d7-a8f6-2e1ef02cb3b3","Female","Badminton","CMJ",48,NA,"-","-",0
"d462171b-b9fa-4aa8-bfd1-a1c0c4b00bc6","Female","Badminton","CMJ",58,NA,"-","-",0
"d8213cb2-392c-4f3a-8f53-363613f44a8e","Female","Badminton","CMJ",46,NA,"-","-",0
"dc090e3c-7e8c-41c7-9d88-3114f04f5f92","Female","Badminton","CMJ",15,NA,"-","-",0
"dc090e3c-7e8c-41c7-9d88-3114f04f5f92","Female","Badminton","CMJ",15,NA,"-","-",0
"e049b596-197c-4522-9684-671b037940e7","Female","Badminton","CMJ",13,NA,"-","-",0
"fa5c588b-16a8-47ab-b200-1223cc5ccbdb","Female","Badminton","CMJ",11,NA,"-","-",0
"fa5c588b-16a8-47ab-b200-1223cc5ccbdb","Female","Badminton","CMJ",12,NA,"-","-",0
"07dabb3f-9bbf-42c1-953b-b81119fbc0ca","Female","Football","CMJ",17,NA,"-","-",0
"07dabb3f-9bbf-42c1-953b-b81119fbc0ca","Female","Football","CMJ",17,NA,"-","-",0
"13aed33c-9d21-40de-8ca4-a166df5d2900","Female","Football","CMJ",14,NA,"-","-",0
"13aed33c-9d21-40de-8ca4-a166df5d2900","Female","Football","CMJ",15,NA,"-","-",0
"13e544b8-3117-497f-b77b-a0c2fba93941","Female","Football","CMJ",12,NA,"-","-",0
"13e544b8-3117-497f-b77b-a0c2fba93941","Female","Football","CMJ",13,NA,"-","-",0
"146da8cc-7e59-4b23-969d-c169e1d68fae","Female","Football","CMJ",15,NA,"-","-",0
"146da8cc-7e59-4b23-969d-c169e1d68fae","Female","Football","CMJ",15,NA,"-","-",0
"201f9ab3-276f-48c1-8c90-6a85697c88c5","Female","Football","CMJ",14,NA,"-","-",0
"3363af65-4dc8-4694-974c-d862cdbfb660","Female","Football","CMJ",14,NA,"-","-",0
"3363af65-4dc8-4694-974c-d862cdbfb660","Female","Football","CMJ",13,NA,"-","-",0
"3363af65-4dc8-4694-974c-d862cdbfb660","Female","Football","CMJ",14,NA,"-","-",0
"338e54b1-2b70-4779-a6da-d23fc44d4975","Female","Football","CMJ",15,NA,"-","-",0
"338e54b1-2b70-4779-a6da-d23fc44d4975","Female","Football","CMJ",15,NA,"-","-",0
"3a8115ed-9d61-4aab-adcb-8e10953967e7","Female","Football","CMJ",12,NA,"-","-",0
"3a8af16b-2194-484d-889b-ef41f3646aeb","Female","Football","CMJ",24,NA,"-","-",0
"3caae555-0392-4e29-9719-e6e6966ef9e9","Female","Football","CMJ",16,NA,"-","-",0
"433f1100-91c9-42d5-aaa8-56824a2be6c3","Female","Football","CMJ",16,NA,"-","-",0
"527cebc8-d088-4b8f-842b-ae3843bdd897","Female","Football","CMJ",14,NA,"-","-",0
"535c7e89-e9b9-463b-a28a-8445c9de33f9","Female","Football","CMJ",14,NA,"-","-",0
"582ab487-f35f-4d07-a64a-05a9d527bdac","Female","Football","CMJ",15,NA,"-","-",0
"59e1b389-dbed-498d-843e-006eb75f6579","Female","Football","CMJ",14,NA,"-","-",0
"59e1b389-dbed-498d-843e-006eb75f6579","Female","Football","CMJ",15,NA,"-","-",0
"59e1b389-dbed-498d-843e-006eb75f6579","Female","Football","CMJ",15,NA,"-","-",0
"5a3e3ccd-240f-469f-a779-231b72d8cd65","Female","Football","CMJ",16,NA,"-","-",0
"5afe8b6a-43e8-4a2c-a7ac-526af6f2aa7c","Female","Football","CMJ",11,NA,"-","-",0
"67441674-33a1-4eb3-b751-ea324200fbe8","Female","Football","CMJ",18,NA,"-","-",0
"70da028f-96a5-435c-a1d8-a6734ea16bea","Female","Football","CMJ",16,NA,"-","-",0
"70da028f-96a5-435c-a1d8-a6734ea16bea","Female","Football","CMJ",15,NA,"-","-",0
"71f0eb73-ef1b-43b5-9818-696b31c50a5a","Female","Football","CMJ",14,NA,"-","-",0
"7315c481-905d-4897-b43e-bc2ff9bcffd7","Female","Football","CMJ",16,NA,"-","-",0
"78d454f8-2ee9-428a-9c0d-68f58e298acc","Female","Football","CMJ",16,NA,"-","-",0
"7c60b566-0442-41e7-aee5-19fb436eaa0c","Female","Football","CMJ",16,NA,"-","-",0
"855d2e5b-15f1-476e-ba0e-319b4ba4750a","Female","Football","CMJ",15,NA,"-","-",0
"866f0ae2-f826-4c5a-832e-57ef5cc2ef47","Female","Football","CMJ",15,NA,"-","-",0
"866f0ae2-f826-4c5a-832e-57ef5cc2ef47","Female","Football","CMJ",14,NA,"-","-",0
"876abf57-99b3-43c0-adc0-5d2f1159e3e8","Female","Football","CMJ",15,NA,"-","-",0
"8bbf3890-858d-478a-b4a4-faa1b6aff058","Female","Football","CMJ",15,NA,"-","-",0
"8bbf3890-858d-478a-b4a4-faa1b6aff058","Female","Football","CMJ",15,NA,"-","-",0
"8f30944f-e0c9-4ad7-bf7a-b14a1a76726c","Female","Football","CMJ",14,NA,"-","-",0
"8f30944f-e0c9-4ad7-bf7a-b14a1a76726c","Female","Football","CMJ",14,NA,"-","-",0
"914f7c98-ec1e-415d-bdd7-91a112368a64","Female","Football","CMJ",15,NA,"-","-",0
"914f7c98-ec1e-415d-bdd7-91a112368a64","Female","Football","CMJ",14,NA,"-","-",0
"914f7c98-ec1e-415d-bdd7-91a112368a64","Female","Football","CMJ",14,NA,"-","-",0
"931797de-7389-4ac8-84cb-e5472e061177","Female","Football","CMJ",12,NA,"-","-",0
"931797de-7389-4ac8-84cb-e5472e061177","Female","Football","CMJ",12,NA,"-","-",0
"931797de-7389-4ac8-84cb-e5472e061177","Female","Football","CMJ",13,NA,"-","-",0
"931797de-7389-4ac8-84cb-e5472e061177","Female","Football","CMJ",13,NA,"-","-",0
"ad33590f-9d4d-468b-b71d-13e5ce922bc8","Female","Football","CMJ",14,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",15,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",14,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",13,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",13,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",13,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",16,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",14,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",12,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",15,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",14,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",12,NA,"-","-",0
"ad477aef-9f72-4133-a173-e62909c417bb","Female","Football","CMJ",13,NA,"-","-",0
"b0fcac0c-7b47-4539-9308-d6ff8f2067df","Female","Football","CMJ",15,NA,"-","-",0
"b0fcac0c-7b47-4539-9308-d6ff8f2067df","Female","Football","CMJ",15,NA,"-","-",0
"b6060fa5-5bd6-4372-9fdb-1d6e02ae74ba","Female","Football","CMJ",14,NA,"-","-",0
"b8ce9d9b-ceb7-4894-9fb8-9ae94b039d25","Female","Football","CMJ",12,NA,"-","-",0
"b8fdfdd6-7ed5-46b8-b9c3-9c3becc75095","Female","Football","CMJ",18,NA,"-","-",0
"b9f6a879-6b04-4e38-9d48-3aed5090f743","Female","Football","CMJ",15,NA,"-","-",0
"b9f6a879-6b04-4e38-9d48-3aed5090f743","Female","Football","CMJ",15,NA,"-","-",0
"b9f6a879-6b04-4e38-9d48-3aed5090f743","Female","Football","CMJ",14,NA,"-","-",0
"bffa0fc4-261a-4aed-aec3-fa2ccb150faf","Female","Football","CMJ",13,NA,"-","-",0
"c94de90f-5301-47d2-9c1c-dedb2bf8b801","Female","Football","CMJ",14,NA,"-","-",0
"c94de90f-5301-47d2-9c1c-dedb2bf8b801","Female","Football","CMJ",14,NA,"-","-",0
"cb364349-d1d2-441b-80ed-9c6effb4f60d","Female","Football","CMJ",14,NA,"-","-",0
"cb364349-d1d2-441b-80ed-9c6effb4f60d","Female","Football","CMJ",14,NA,"-","-",0
"cb652ff9-32a5-4101-a8df-cf7f454d6bf7","Female","Football","CMJ",14,NA,"-","-",0
"cb848364-742d-43ce-be0b-f3b0237872f1","Female","Football","CMJ",13,NA,"-","-",0
"cc53f6b0-1d7f-42fb-aae5-0d5d33ad46e7","Female","Football","CMJ",14,NA,"-","-",0
"d0a8b245-cd6c-4a3c-9642-6eccdbe999ed","Female","Football","CMJ",12,NA,"-","-",0
"d2013580-f29a-4e9d-8707-13bbb094d631","Female","Football","CMJ",15,NA,"-","-",0
"d9f58145-deab-41a8-ab79-2cc41ad965dd","Female","Football","CMJ",16,NA,"-","-",0
"f78b0b21-bc43-4438-b9f9-2eed7454ea97","Female","Football","CMJ",13,NA,"-","-",0
"fafcbdb8-1029-44b3-a8a9-cb372f911c4c","Female","Football","CMJ",14,NA,"-","-",0
"00967314-c87e-4cde-8874-a6f59b842642","Male","Football","CMJ",15,35.7,"Typical (below)","Gaussian",3
"0117226c-6481-4d53-8e88-00bf44e431d0","Male","Football","CMJ",13,76.3,"Above-cohort multivariable","Gaussian",3
"0117226c-6481-4d53-8e88-00bf44e431d0","Male","Football","CMJ",13,91.6,"Elite multivariable","Gaussian",3
"016aeb27-3a0d-4d8b-87ee-a70ebbbe04ff","Male","Football","CMJ",11,70,"Typical (above)","Gaussian",3
"023d888d-ae7f-4a27-82d5-0457d8e9be27","Male","Football","CMJ",11,64.9,"Typical (above)","Gaussian",3
"0371eae6-1134-4066-9249-7d9a9ad7a190","Male","Football","CMJ",10,23.7,"Atypical multivariable","Gaussian",3
"057a1366-69ad-41d2-b1a0-8637a4d681a8","Male","Football","CMJ",29,25.2,"Typical (below)","Gaussian",3
"06524d94-dbe7-455b-abf4-adcd715b09a4","Male","Football","CMJ",10,51.7,"Typical (above)","Gaussian",3
"073d20b3-3644-4be1-baa0-bfdd132e799b","Male","Football","CMJ",14,51.4,"Typical (above)","Gaussian",3
"073d20b3-3644-4be1-baa0-bfdd132e799b","Male","Football","CMJ",13,63.7,"Typical (above)","Gaussian",3
"073d20b3-3644-4be1-baa0-bfdd132e799b","Male","Football","CMJ",14,31.2,"Typical (below)","Gaussian",3
"0763fb27-240b-489b-b687-74ab941e5e01","Male","Football","CMJ",14,55,"Typical (above)","Gaussian",3
"084b2965-96b9-4150-a77d-c8c4eae00958","Male","Football","CMJ",28,42.9,"Typical (below)","Gaussian",3
"084b2965-96b9-4150-a77d-c8c4eae00958","Male","Football","CMJ",29,64.6,"Typical (above)","Gaussian",3
"084b2965-96b9-4150-a77d-c8c4eae00958","Male","Football","CMJ",28,92.8,"Elite multivariable","Gaussian",3
"08520102-6afd-4313-a345-b475eeba8ff3","Male","Football","CMJ",17,45.9,"Typical (below)","Gaussian",3
"08520102-6afd-4313-a345-b475eeba8ff3","Male","Football","CMJ",16,61.3,"Typical (above)","Gaussian",3
"09a77bf8-4039-4726-9734-886c2af64fcc","Male","Football","CMJ",15,9.6,"Atypical multivariable","Gaussian",3
"09a77bf8-4039-4726-9734-886c2af64fcc","Male","Football","CMJ",14,6.9,"Atypical multivariable","Gaussian",3
"09a77bf8-4039-4726-9734-886c2af64fcc","Male","Football","CMJ",15,15.3,"Atypical multivariable","Gaussian",3
"0b9c679e-f450-461a-b86c-abb9ef11a717","Male","Football","CMJ",10,48.6,"Typical (below)","Gaussian",3
"10e834e9-c742-4872-83df-648d3e365d6a","Male","Football","CMJ",16,57.1,"Typical (above)","Gaussian",3
"10e834e9-c742-4872-83df-648d3e365d6a","Male","Football","CMJ",15,45,"Typical (below)","Gaussian",3
"11a1a999-3f32-4091-a619-615e06fb1593","Male","Football","CMJ",23,85,"Above-cohort multivariable","Gaussian",3
"12cd4246-3834-48a7-bd42-be3aaeb8f10a","Male","Football","CMJ",14,46.8,"Typical (below)","Gaussian",3
"12cd4246-3834-48a7-bd42-be3aaeb8f10a","Male","Football","CMJ",14,84.7,"Above-cohort multivariable","Gaussian",3
"1528aa4c-0f82-4d82-afc1-e4d72cec5501","Male","Football","CMJ",11,73.3,"Typical (above)","Gaussian",3
"1528aa4c-0f82-4d82-afc1-e4d72cec5501","Male","Football","CMJ",12,96.7,"Elite multivariable","Gaussian",3
"187ae627-f573-4bfd-b83c-911d5a3a401f","Male","Football","CMJ",30,18.3,"Atypical multivariable","Gaussian",3
"19405f50-565b-4304-8016-f29b41fb9f19","Male","Football","CMJ",14,58.6,"Typical (above)","Gaussian",3
"1985012d-2c10-4081-bf2d-8b611f688a8a","Male","Football","CMJ",16,3,"Atypical multivariable","Gaussian",3
"19abcf6f-e3b8-42c5-9b02-38d33246459f","Male","Football","CMJ",23,18,"Atypical multivariable","Gaussian",3
"1bac9307-2881-42ad-bc5d-42e5ddb6fbf3","Male","Football","CMJ",14,94,"Elite multivariable","Gaussian",3
"2320dc73-4038-4b64-be5c-751812e56125","Male","Football","CMJ",15,38.7,"Typical (below)","Gaussian",3
"25a02e1f-282b-4d48-903a-6bcb7bf555bf","Male","Football","CMJ",31,24.3,"Atypical multivariable","Gaussian",3
"26a3942d-0928-42d3-9734-82a88d2d53d3","Male","Football","CMJ",12,62.5,"Typical (above)","Gaussian",3
"280607f2-9389-412e-82da-6971f06b02dd","Male","Football","CMJ",10,86.5,"Above-cohort multivariable","Gaussian",3
"291214b4-4757-4b99-bf04-b7a5a1511558","Male","Football","CMJ",12,52.3,"Typical (above)","Gaussian",3
"291214b4-4757-4b99-bf04-b7a5a1511558","Male","Football","CMJ",13,82.9,"Above-cohort multivariable","Gaussian",3
"294828ef-7221-40c2-abfa-851861fb8358","Male","Football","CMJ",12,73.6,"Typical (above)","Gaussian",3
"294828ef-7221-40c2-abfa-851861fb8358","Male","Football","CMJ",12,67.3,"Typical (above)","Gaussian",3
"2a2f06c3-340b-4e1c-abc6-d6f11b645b50","Male","Football","CMJ",12,14.1,"Atypical multivariable","Gaussian",3
"2a2f06c3-340b-4e1c-abc6-d6f11b645b50","Male","Football","CMJ",13,15.6,"Atypical multivariable","Gaussian",3
"2af1a897-41fe-4aea-953f-11ce702b62da","Male","Football","CMJ",15,99.7,"Elite multivariable","Gaussian",3
"2b616707-321e-472e-8b11-453bc2bde93c","Male","Football","CMJ",13,33.3,"Typical (below)","Gaussian",3
"2c9bc6df-c1ce-4712-a301-49434c4b2533","Male","Football","CMJ",13,64.6,"Typical (above)","Gaussian",3
"2c9bc6df-c1ce-4712-a301-49434c4b2533","Male","Football","CMJ",14,31.5,"Typical (below)","Gaussian",3
"2cc4306a-2429-470f-8fd8-1ffd59d06d9b","Male","Football","CMJ",19,50.8,"Typical (above)","Gaussian",3
"2cc4306a-2429-470f-8fd8-1ffd59d06d9b","Male","Football","CMJ",20,52,"Typical (above)","Gaussian",3
"2cc4306a-2429-470f-8fd8-1ffd59d06d9b","Male","Football","CMJ",19,52.6,"Typical (above)","Gaussian",3
"2cc4306a-2429-470f-8fd8-1ffd59d06d9b","Male","Football","CMJ",19,41.4,"Typical (below)","Gaussian",3
"2cf56688-5987-413d-bf16-23b59894a4f2","Male","Football","CMJ",21,53.5,"Typical (above)","Gaussian",3
"2d00dcd6-df48-429a-9a1b-54150e8fdea6","Male","Football","CMJ",12,90.1,"Elite multivariable","Gaussian",3
"2d00dcd6-df48-429a-9a1b-54150e8fdea6","Male","Football","CMJ",11,70.6,"Typical (above)","Gaussian",3
"2efa5ee5-63da-41fd-81c8-1fc2338de264","Male","Football","CMJ",16,87.7,"Above-cohort multivariable","Gaussian",3
"2fe5ba8a-ae1c-48ba-889a-87ae0c3173c8","Male","Football","CMJ",12,89.5,"Above-cohort multivariable","Gaussian",3
"2fe5ba8a-ae1c-48ba-889a-87ae0c3173c8","Male","Football","CMJ",12,66.1,"Typical (above)","Gaussian",3
"2fe5ba8a-ae1c-48ba-889a-87ae0c3173c8","Male","Football","CMJ",12,83.2,"Above-cohort multivariable","Gaussian",3
"3040690a-7306-41ab-8d57-90b025c039c1","Male","Football","CMJ",35,48,"Typical (below)","Gaussian",3
"3116fbc3-93d5-4240-98ce-e742b61a1925","Male","Football","CMJ",11,43.2,"Typical (below)","Gaussian",3
"320a45e6-e552-4492-80d1-8b3061518f59","Male","Football","CMJ",12,77.5,"Above-cohort multivariable","Gaussian",3
"320a45e6-e552-4492-80d1-8b3061518f59","Male","Football","CMJ",11,77.8,"Above-cohort multivariable","Gaussian",3
"343965b1-a00b-440b-9318-9206ce9db187","Male","Football","CMJ",26,73,"Typical (above)","Gaussian",3
"34c2d59e-aaf0-44ae-9c25-c76972be1049","Male","Football","CMJ",15,42.6,"Typical (below)","Gaussian",3
"34e610ef-f30e-4d35-9a4c-bf5b7329b632","Male","Football","CMJ",12,76.9,"Above-cohort multivariable","Gaussian",3
"37aa432a-6bed-40f3-8acc-e9888f0596bc","Male","Football","CMJ",13,40.2,"Typical (below)","Gaussian",3
"37d30e20-13e0-43b7-966b-d593f6618bb2","Male","Football","CMJ",10,55.6,"Typical (above)","Gaussian",3
"38e4c2ef-711b-45ea-9ddf-4e6bf13aaccf","Male","Football","CMJ",9,30.3,"Typical (below)","Gaussian",3
"3ac70884-8fe1-470b-ac39-b9b8ebec99cf","Male","Football","CMJ",24,79.6,"Above-cohort multivariable","Gaussian",3
"3b158f73-ba8c-4290-95c3-d8de4a3538e6","Male","Football","CMJ",19,39,"Typical (below)","Gaussian",3
"3b158f73-ba8c-4290-95c3-d8de4a3538e6","Male","Football","CMJ",20,48.6,"Typical (below)","Gaussian",3
"3b158f73-ba8c-4290-95c3-d8de4a3538e6","Male","Football","CMJ",20,65.5,"Typical (above)","Gaussian",3
"3b1694dc-ba8c-40a9-99bb-059895d24a6d","Male","Football","CMJ",13,65.8,"Typical (above)","Gaussian",3
"3b1694dc-ba8c-40a9-99bb-059895d24a6d","Male","Football","CMJ",13,87.4,"Above-cohort multivariable","Gaussian",3
"3b1694dc-ba8c-40a9-99bb-059895d24a6d","Male","Football","CMJ",13,96.1,"Elite multivariable","Gaussian",3
"3bbeb448-11fc-4968-b1cf-dce297b38fc1","Male","Football","CMJ",11,2.4,"Atypical multivariable","Gaussian",3
"3c20ad87-c45d-46c3-bc8a-7c63ef2f35b8","Male","Football","CMJ",15,14.7,"Atypical multivariable","Gaussian",3
"3e3474d5-550b-4934-a59b-3545e39172e3","Male","Football","CMJ",17,71.5,"Typical (above)","Gaussian",3
"3e3474d5-550b-4934-a59b-3545e39172e3","Male","Football","CMJ",16,84.4,"Above-cohort multivariable","Gaussian",3
"3f8c3c46-d447-42c0-b0c8-246d98a768ca","Male","Football","CMJ",15,9.3,"Atypical multivariable","Gaussian",3
"404028ae-6714-40c2-b13d-73ebec11c3f9","Male","Football","CMJ",8,13.8,"Atypical multivariable","Gaussian",3
"425e7393-0981-43a9-bd7d-01d4f7d729e8","Male","Football","CMJ",13,6,"Atypical multivariable","Gaussian",3
"425e7393-0981-43a9-bd7d-01d4f7d729e8","Male","Football","CMJ",12,39.9,"Typical (below)","Gaussian",3
"45e9c6e4-bdde-4ddb-92c9-f9a064f5ce1b","Male","Football","CMJ",12,87.1,"Above-cohort multivariable","Gaussian",3
"45e9c6e4-bdde-4ddb-92c9-f9a064f5ce1b","Male","Football","CMJ",12,88,"Above-cohort multivariable","Gaussian",3
"46e26807-7623-4b39-974c-52e263693598","Male","Football","CMJ",10,49.2,"Typical (below)","Gaussian",3
"48c85cce-8f12-4d21-8e61-f30ad5a426a3","Male","Football","CMJ",16,91.3,"Elite multivariable","Gaussian",3
"49269a40-4160-482e-98e4-885fe56b9c78","Male","Football","CMJ",25,72.4,"Typical (above)","Gaussian",3
"49269a40-4160-482e-98e4-885fe56b9c78","Male","Football","CMJ",26,89.8,"Above-cohort multivariable","Gaussian",3
"49e6f872-bf35-4411-8d41-7e4e2124882a","Male","Football","CMJ",12,0.6,"Atypical multivariable","Gaussian",3
"4a63584e-c9ec-48d3-9a40-1246b59eb262","Male","Football","CMJ",11,26.1,"Typical (below)","Gaussian",3
"4afa9e36-eb29-4dd0-9ff8-cfbfeb431b0f","Male","Football","CMJ",12,88.6,"Above-cohort multivariable","Gaussian",3
"4b0cebd0-9936-4a5b-8dbc-c4007ddcf734","Male","Football","CMJ",10,74.2,"Typical (above)","Gaussian",3
"4b3c2bb7-3100-4df4-9291-343a6d5a3adc","Male","Football","CMJ",12,47.1,"Typical (below)","Gaussian",3
"4f097e84-a27b-4ee9-b206-76699e7e53e3","Male","Football","CMJ",10,54.4,"Typical (above)","Gaussian",3
"4feccc00-14ab-4308-a17e-da9be27ce0b4","Male","Football","CMJ",10,43.2,"Typical (below)","Gaussian",3
"5264b132-7a38-4d4a-b6c6-a55c9674a192","Male","Football","CMJ",15,47.7,"Typical (below)","Gaussian",3
"52ea36da-4849-4c84-9e7e-b206ed526c8c","Male","Football","CMJ",20,11.1,"Atypical multivariable","Gaussian",3
"52ea36da-4849-4c84-9e7e-b206ed526c8c","Male","Football","CMJ",19,12.9,"Atypical multivariable","Gaussian",3
"52ea36da-4849-4c84-9e7e-b206ed526c8c","Male","Football","CMJ",19,12.6,"Atypical multivariable","Gaussian",3
"5308ac83-7345-4f39-a821-1c35f28953a5","Male","Football","CMJ",14,60.1,"Typical (above)","Gaussian",3
"5308ac83-7345-4f39-a821-1c35f28953a5","Male","Football","CMJ",14,20.4,"Atypical multivariable","Gaussian",3
"5308ac83-7345-4f39-a821-1c35f28953a5","Male","Football","CMJ",15,61.6,"Typical (above)","Gaussian",3
"5308ac83-7345-4f39-a821-1c35f28953a5","Male","Football","CMJ",14,15.3,"Atypical multivariable","Gaussian",3
"56913887-ff59-4b43-9844-9ae115cd4b0c","Male","Football","CMJ",12,14.4,"Atypical multivariable","Gaussian",3
"56913887-ff59-4b43-9844-9ae115cd4b0c","Male","Football","CMJ",12,28.8,"Typical (below)","Gaussian",3
"57e06801-99d0-4b33-a01f-4c5868fb3240","Male","Football","CMJ",27,17.4,"Atypical multivariable","Gaussian",3
"58829f42-91c6-4b3d-a867-de06ddb0b1b8","Male","Football","CMJ",11,59.5,"Typical (above)","Gaussian",3
"59318079-7c34-44cb-bc3e-6f97c15c9a0d","Male","Football","CMJ",19,78.7,"Above-cohort multivariable","Gaussian",3
"5a42f52e-cdd7-4400-ab64-e2f56e8cad06","Male","Football","CMJ",18,78.4,"Above-cohort multivariable","Gaussian",3
"5df534e7-eeeb-44e4-abef-8177ec6e6435","Male","Football","CMJ",19,16.2,"Atypical multivariable","Gaussian",3
"5df534e7-eeeb-44e4-abef-8177ec6e6435","Male","Football","CMJ",18,25.8,"Typical (below)","Gaussian",3
"5e34385f-46c2-4e8e-b454-d00ae2174774","Male","Football","CMJ",15,0.9,"Atypical multivariable","Gaussian",3
"5e563813-5b7f-4f33-a49a-c539b1acd158","Male","Football","CMJ",11,12.6,"Atypical multivariable","Gaussian",3
"5ec4a41b-8f95-4ea6-83e8-8808cef8b694","Male","Football","CMJ",33,23.4,"Atypical multivariable","Gaussian",3
"63e02bfa-4f19-4c7e-ba6d-d168d5b43c48","Male","Football","CMJ",18,9.9,"Atypical multivariable","Gaussian",3
"63e02bfa-4f19-4c7e-ba6d-d168d5b43c48","Male","Football","CMJ",18,13.8,"Atypical multivariable","Gaussian",3
"652c7091-69ed-4241-a12a-9dc53dff722a","Male","Football","CMJ",14,99.1,"Elite multivariable","Gaussian",3
"652c7091-69ed-4241-a12a-9dc53dff722a","Male","Football","CMJ",13,27.6,"Typical (below)","Gaussian",3
"652c7091-69ed-4241-a12a-9dc53dff722a","Male","Football","CMJ",13,96.1,"Elite multivariable","Gaussian",3
"65457b2e-f331-4bbe-8859-ab9ea2ffed67","Male","Football","CMJ",14,33.6,"Typical (below)","Gaussian",3
"662e6a61-f7bd-4959-9c23-2d7779aa396e","Male","Football","CMJ",15,1.2,"Atypical multivariable","Gaussian",3
"6748b15e-5fc6-4ad9-b449-f0d3addbcbd6","Male","Football","CMJ",21,23.4,"Atypical multivariable","Gaussian",3
"6748b15e-5fc6-4ad9-b449-f0d3addbcbd6","Male","Football","CMJ",20,18,"Atypical multivariable","Gaussian",3
"6748b15e-5fc6-4ad9-b449-f0d3addbcbd6","Male","Football","CMJ",21,19.8,"Atypical multivariable","Gaussian",3
"67539a44-b6c6-4a5b-b4c1-6d1cfb756034","Male","Football","CMJ",12,78.1,"Above-cohort multivariable","Gaussian",3
